--------------------------------------------------------------------------------------------------------------
[CMD] Listening on 127.0.0.1:5557

--------------------------------------------------------------------------------------------------------------
t=0.11s | view=populations | zeros=False
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0137     0.0155
lgn             RELAY_CELLS                  35     0.3324     0.0154
md              RELAY_CELLS                  50     0.4818     0.0154
mgb             RELAY_CELLS                  35     0.3295     0.0154
pulvinar        RELAY_CELLS                  50     0.4793     0.0154
trn             TRN_GABA                     50    18.7462     0.4204
vpl             RELAY_CELLS                  35     0.3295     0.0154
vpl             LOCAL_INTERNEURONS           35     0.4651     0.0153
vpm             RELAY_CELLS                  35     0.3303     0.0154
--------------------------------------------------------------------------------------------------------------
last: POKE gpi += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=0.90s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.4267     0.6488
gpi             GPi_OUTPUT                   25    22.2896     0.8200
snc             DOPAMINERGIC_NEURONS         20     0.1937     0.0154
stn             EXCITATORY_NEURONS           25     0.2355     0.0154
striatum        D1_MSN                       50     0.4846     0.0154
striatum        D2_MSN                       50     0.6699     0.0154
striatum        INTERNEURONS                 50     0.6662     0.0154
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0154
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0134     0.0154
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0971     0.0154
raphe           SEROTONERGIC_NEURONS         10     0.0970     0.0155
vta             DOPAMINERGIC_NEURONS         20     0.1938     0.0155
vta             GABA_INTERNEURONS            20     0.2667     0.0154
cerebellar_cortex GRANULE_CELLS               300     2.9050     0.0154
cerebellar_cortex PURKINJE_CELLS              300     4.0212     0.0154
cerebellar_cortex INTERNEURONS                300     4.0247     0.0154
deep_nuclei     OUTPUT_NEURONS               50     0.4824     0.0154
a1              L4_EXCITATORY               200     1.9351     0.0154
a1              L2_3_PYRAMIDAL              200     2.6783     0.0154
a1              L6_PYRAMIDAL                200     2.6777     0.0154
a1              INTERNEURONS                200     2.6849     0.0154
insula          L2_3_PYRAMIDAL              200     1.9321     0.0154
insula          L5_PYRAMIDAL                200     2.6776     0.0154
insula          INTERNEURONS                200     2.6806     0.0154
m1              L2_3_PYRAMIDAL              200     1.9312     0.0154
m1              L5_PYRAMIDAL                200     2.6812     0.0154
m1              INTERNEURONS                200     2.6841     0.0154
s1              L4_EXCITATORY               200     1.9356     0.0154
s1              L2_3_PYRAMIDAL              200     2.6795     0.0154
s1              L5_PYRAMIDAL                200     2.6807     0.0154
s1              L6_PYRAMIDAL                200     2.6798     0.0154
s1              INTERNEURONS                200     2.6796     0.0154
v1              L4_EXCITATORY               200     1.9345     0.0154
v1              L2_3_PYRAMIDAL              200     2.6842     0.0154
v1              L5_PYRAMIDAL                200     2.6748     0.0154
v1              L6_PYRAMIDAL                200     2.6793     0.0154
v1              INTERNEURONS                200     2.6783     0.0154
ca1             PYRAMIDAL_CELLS             100     0.9688     0.0154
ca1             INTERNEURONS                100     1.3406     0.0154
ca3             PYRAMIDAL_CELLS             150     1.4516     0.0154
ca3             INTERNEURONS                150     2.0140     0.0154
dentate_gyrus   GRANULE_CELLS               150     1.4501     0.0154
dentate_gyrus   INTERNEURONS                150     2.0106     0.0154
subiculum       PYRAMIDAL_CELLS             100     0.9690     0.0154
association_cortex L2_3_PYRAMIDAL              200     1.9354     0.0154
association_cortex L5_PYRAMIDAL_A              200     2.6799     0.0154
association_cortex L5_PYRAMIDAL_B              200     2.6780     0.0154
association_cortex INTERNEURONS                200     2.6810     0.0154
Intralaminar    RELAY_NEURONS                50     0.6695     0.0154
pfc             L2_3_PYRAMIDAL              200     1.9336     0.0154
pfc             L5_POLICY_A                 200     2.6737     0.0154
pfc             L5_POLICY_B                 200     2.6808     0.0154
pfc             L5_PYRAMIDAL_B              200     2.6763     0.0154
pfc             L6_PYRAMIDAL                200     2.6797     0.0154
pfc             INTERNEURONS                200     2.6795     0.0154
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0422     0.0154
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0672     0.0154
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0672     0.0154
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0666     0.0154
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0158
anterior_pituitary THYROTROPES                   1     0.0134     0.0154
anterior_pituitary GONADOTROPES                  1     0.0132     0.0153
anterior_pituitary SOMATOTROPES                  1     0.0139     0.0156
anterior_pituitary LACTOTROPES                   1     0.0131     0.0153
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0156
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0138     0.0155
lgn             RELAY_CELLS                  35     0.3343     0.0154
md              RELAY_CELLS                  50     0.4847     0.0154
mgb             RELAY_CELLS                  35     0.3316     0.0154
pulvinar        RELAY_CELLS                  50     0.4823     0.0154
trn             TRN_GABA                     50    18.8407     0.4227
vpl             RELAY_CELLS                  35     0.3317     0.0154
vpl             LOCAL_INTERNEURONS           35     0.4686     0.0154
vpm             RELAY_CELLS                  35     0.3325     0.0154
--------------------------------------------------------------------------------------------------------------
last: POKE gpi += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=1.00s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.5214     0.6535
gpi             GPi_OUTPUT                   25    22.4485     0.8263
snc             DOPAMINERGIC_NEURONS         20     0.1951     0.0155
stn             EXCITATORY_NEURONS           25     0.2374     0.0155
striatum        D1_MSN                       50     0.4876     0.0155
striatum        D2_MSN                       50     0.6742     0.0154
striatum        INTERNEURONS                 50     0.6717     0.0154
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0153
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0137     0.0155
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0979     0.0155
raphe           SEROTONERGIC_NEURONS         10     0.0978     0.0155
vta             DOPAMINERGIC_NEURONS         20     0.1948     0.0155
vta             GABA_INTERNEURONS            20     0.2686     0.0154
cerebellar_cortex GRANULE_CELLS               300     2.9234     0.0155
cerebellar_cortex PURKINJE_CELLS              300     4.0510     0.0154
cerebellar_cortex INTERNEURONS                300     4.0558     0.0154
deep_nuclei     OUTPUT_NEURONS               50     0.4854     0.0155
a1              L4_EXCITATORY               200     1.9484     0.0155
a1              L2_3_PYRAMIDAL              200     2.6989     0.0154
a1              L6_PYRAMIDAL                200     2.6985     0.0154
a1              INTERNEURONS                200     2.7062     0.0154
insula          L2_3_PYRAMIDAL              200     1.9439     0.0155
insula          L5_PYRAMIDAL                200     2.6978     0.0154
insula          INTERNEURONS                200     2.7003     0.0154
m1              L2_3_PYRAMIDAL              200     1.9442     0.0155
m1              L5_PYRAMIDAL                200     2.7004     0.0154
m1              INTERNEURONS                200     2.7056     0.0154
s1              L4_EXCITATORY               200     1.9495     0.0155
s1              L2_3_PYRAMIDAL              200     2.6999     0.0154
s1              L5_PYRAMIDAL                200     2.7005     0.0154
s1              L6_PYRAMIDAL                200     2.7001     0.0154
s1              INTERNEURONS                200     2.7016     0.0154
v1              L4_EXCITATORY               200     1.9469     0.0155
v1              L2_3_PYRAMIDAL              200     2.7034     0.0154
v1              L5_PYRAMIDAL                200     2.6963     0.0154
v1              L6_PYRAMIDAL                200     2.6995     0.0154
v1              INTERNEURONS                200     2.6976     0.0154
ca1             PYRAMIDAL_CELLS             100     0.9753     0.0155
ca1             INTERNEURONS                100     1.3514     0.0154
ca3             PYRAMIDAL_CELLS             150     1.4619     0.0155
ca3             INTERNEURONS                150     2.0293     0.0154
dentate_gyrus   GRANULE_CELLS               150     1.4597     0.0155
dentate_gyrus   INTERNEURONS                150     2.0264     0.0154
subiculum       PYRAMIDAL_CELLS             100     0.9755     0.0155
association_cortex L2_3_PYRAMIDAL              200     1.9481     0.0155
association_cortex L5_PYRAMIDAL_A              200     2.7006     0.0154
association_cortex L5_PYRAMIDAL_B              200     2.6990     0.0154
association_cortex INTERNEURONS                200     2.7006     0.0154
Intralaminar    RELAY_NEURONS                50     0.6744     0.0154
pfc             L2_3_PYRAMIDAL              200     1.9469     0.0155
pfc             L5_POLICY_A                 200     2.6944     0.0154
pfc             L5_POLICY_B                 200     2.7016     0.0154
pfc             L5_PYRAMIDAL_B              200     2.6964     0.0154
pfc             L6_PYRAMIDAL                200     2.7016     0.0154
pfc             INTERNEURONS                200     2.6996     0.0154
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0424     0.0155
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0677     0.0155
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0678     0.0155
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0671     0.0154
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0159
anterior_pituitary THYROTROPES                   1     0.0136     0.0155
anterior_pituitary GONADOTROPES                  1     0.0133     0.0154
anterior_pituitary SOMATOTROPES                  1     0.0140     0.0156
anterior_pituitary LACTOTROPES                   1     0.0132     0.0153
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0157
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0138     0.0156
lgn             RELAY_CELLS                  35     0.3366     0.0155
md              RELAY_CELLS                  50     0.4886     0.0155
mgb             RELAY_CELLS                  35     0.3340     0.0155
pulvinar        RELAY_CELLS                  50     0.4856     0.0155
trn             TRN_GABA                     50    18.9321     0.4249
vpl             RELAY_CELLS                  35     0.3338     0.0155
vpl             LOCAL_INTERNEURONS           35     0.4728     0.0154
vpm             RELAY_CELLS                  35     0.3350     0.0155
--------------------------------------------------------------------------------------------------------------
last: POKE gpi += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=1.10s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.6116     0.6579
gpi             GPi_OUTPUT                   25    22.6008     0.8324
snc             DOPAMINERGIC_NEURONS         20     0.1962     0.0155
stn             EXCITATORY_NEURONS           25     0.2391     0.0155
striatum        D1_MSN                       50     0.4903     0.0155
striatum        D2_MSN                       50     0.6794     0.0155
striatum        INTERNEURONS                 50     0.6772     0.0155
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0154
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0137     0.0155
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0985     0.0155
raphe           SEROTONERGIC_NEURONS         10     0.0987     0.0156
vta             DOPAMINERGIC_NEURONS         20     0.1962     0.0155
vta             GABA_INTERNEURONS            20     0.2704     0.0154
cerebellar_cortex GRANULE_CELLS               300     2.9415     0.0155
cerebellar_cortex PURKINJE_CELLS              300     4.0824     0.0155
cerebellar_cortex INTERNEURONS                300     4.0877     0.0155
deep_nuclei     OUTPUT_NEURONS               50     0.4888     0.0155
a1              L4_EXCITATORY               200     1.9601     0.0155
a1              L2_3_PYRAMIDAL              200     2.7196     0.0155
a1              L6_PYRAMIDAL                200     2.7188     0.0155
a1              INTERNEURONS                200     2.7262     0.0155
insula          L2_3_PYRAMIDAL              200     1.9569     0.0155
insula          L5_PYRAMIDAL                200     2.7166     0.0155
insula          INTERNEURONS                200     2.7210     0.0155
m1              L2_3_PYRAMIDAL              200     1.9570     0.0155
m1              L5_PYRAMIDAL                200     2.7197     0.0155
m1              INTERNEURONS                200     2.7245     0.0155
s1              L4_EXCITATORY               200     1.9614     0.0155
s1              L2_3_PYRAMIDAL              200     2.7210     0.0155
s1              L5_PYRAMIDAL                200     2.7211     0.0155
s1              L6_PYRAMIDAL                200     2.7193     0.0155
s1              INTERNEURONS                200     2.7205     0.0155
v1              L4_EXCITATORY               200     1.9585     0.0155
v1              L2_3_PYRAMIDAL              200     2.7241     0.0155
v1              L5_PYRAMIDAL                200     2.7151     0.0155
v1              L6_PYRAMIDAL                200     2.7174     0.0155
v1              INTERNEURONS                200     2.7186     0.0155
ca1             PYRAMIDAL_CELLS             100     0.9816     0.0155
ca1             INTERNEURONS                100     1.3604     0.0155
ca3             PYRAMIDAL_CELLS             150     1.4718     0.0155
ca3             INTERNEURONS                150     2.0457     0.0155
dentate_gyrus   GRANULE_CELLS               150     1.4699     0.0155
dentate_gyrus   INTERNEURONS                150     2.0433     0.0155
subiculum       PYRAMIDAL_CELLS             100     0.9818     0.0155
association_cortex L2_3_PYRAMIDAL              200     1.9605     0.0155
association_cortex L5_PYRAMIDAL_A              200     2.7204     0.0155
association_cortex L5_PYRAMIDAL_B              200     2.7177     0.0155
association_cortex INTERNEURONS                200     2.7208     0.0155
Intralaminar    RELAY_NEURONS                50     0.6795     0.0155
pfc             L2_3_PYRAMIDAL              200     1.9585     0.0155
pfc             L5_POLICY_A                 200     2.7149     0.0155
pfc             L5_POLICY_B                 200     2.7213     0.0155
pfc             L5_PYRAMIDAL_B              200     2.7153     0.0155
pfc             L6_PYRAMIDAL                200     2.7218     0.0155
pfc             INTERNEURONS                200     2.7199     0.0155
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0425     0.0155
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0682     0.0155
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0683     0.0155
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0677     0.0154
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0160
anterior_pituitary THYROTROPES                   1     0.0138     0.0155
anterior_pituitary GONADOTROPES                  1     0.0133     0.0154
anterior_pituitary SOMATOTROPES                  1     0.0142     0.0157
anterior_pituitary LACTOTROPES                   1     0.0132     0.0153
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0158
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0140     0.0156
lgn             RELAY_CELLS                  35     0.3390     0.0155
md              RELAY_CELLS                  50     0.4918     0.0155
mgb             RELAY_CELLS                  35     0.3359     0.0155
pulvinar        RELAY_CELLS                  50     0.4892     0.0155
trn             TRN_GABA                     50    19.0202     0.4270
vpl             RELAY_CELLS                  35     0.3356     0.0155
vpl             LOCAL_INTERNEURONS           35     0.4764     0.0155
vpm             RELAY_CELLS                  35     0.3370     0.0155
--------------------------------------------------------------------------------------------------------------
last: POKE gpi += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=1.20s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.6974     0.6621
gpi             GPi_OUTPUT                   25    22.7432     0.8380
snc             DOPAMINERGIC_NEURONS         20     0.1976     0.0155
stn             EXCITATORY_NEURONS           25     0.2406     0.0156
striatum        D1_MSN                       50     0.4938     0.0156
striatum        D2_MSN                       50     0.6852     0.0155
striatum        INTERNEURONS                 50     0.6822     0.0155
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0156
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0139     0.0156
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0991     0.0156
raphe           SEROTONERGIC_NEURONS         10     0.0996     0.0156
vta             DOPAMINERGIC_NEURONS         20     0.1973     0.0156
vta             GABA_INTERNEURONS            20     0.2721     0.0155
cerebellar_cortex GRANULE_CELLS               300     2.9608     0.0156
cerebellar_cortex PURKINJE_CELLS              300     4.1121     0.0155
cerebellar_cortex INTERNEURONS                300     4.1181     0.0155
deep_nuclei     OUTPUT_NEURONS               50     0.4923     0.0156
a1              L4_EXCITATORY               200     1.9731     0.0156
a1              L2_3_PYRAMIDAL              200     2.7404     0.0155
a1              L6_PYRAMIDAL                200     2.7387     0.0155
a1              INTERNEURONS                200     2.7460     0.0155
insula          L2_3_PYRAMIDAL              200     1.9699     0.0155
insula          L5_PYRAMIDAL                200     2.7371     0.0155
insula          INTERNEURONS                200     2.7404     0.0155
m1              L2_3_PYRAMIDAL              200     1.9695     0.0155
m1              L5_PYRAMIDAL                200     2.7397     0.0155
m1              INTERNEURONS                200     2.7453     0.0155
s1              L4_EXCITATORY               200     1.9743     0.0156
s1              L2_3_PYRAMIDAL              200     2.7398     0.0155
s1              L5_PYRAMIDAL                200     2.7406     0.0155
s1              L6_PYRAMIDAL                200     2.7403     0.0155
s1              INTERNEURONS                200     2.7419     0.0155
v1              L4_EXCITATORY               200     1.9707     0.0155
v1              L2_3_PYRAMIDAL              200     2.7440     0.0155
v1              L5_PYRAMIDAL                200     2.7341     0.0155
v1              L6_PYRAMIDAL                200     2.7365     0.0155
v1              INTERNEURONS                200     2.7383     0.0155
ca1             PYRAMIDAL_CELLS             100     0.9874     0.0156
ca1             INTERNEURONS                100     1.3701     0.0155
ca3             PYRAMIDAL_CELLS             150     1.4814     0.0156
ca3             INTERNEURONS                150     2.0608     0.0155
dentate_gyrus   GRANULE_CELLS               150     1.4796     0.0156
dentate_gyrus   INTERNEURONS                150     2.0579     0.0155
subiculum       PYRAMIDAL_CELLS             100     0.9885     0.0156
association_cortex L2_3_PYRAMIDAL              200     1.9721     0.0156
association_cortex L5_PYRAMIDAL_A              200     2.7394     0.0155
association_cortex L5_PYRAMIDAL_B              200     2.7362     0.0155
association_cortex INTERNEURONS                200     2.7401     0.0155
Intralaminar    RELAY_NEURONS                50     0.6840     0.0155
pfc             L2_3_PYRAMIDAL              200     1.9718     0.0156
pfc             L5_POLICY_A                 200     2.7358     0.0155
pfc             L5_POLICY_B                 200     2.7393     0.0155
pfc             L5_PYRAMIDAL_B              200     2.7346     0.0155
pfc             L6_PYRAMIDAL                200     2.7402     0.0155
pfc             INTERNEURONS                200     2.7397     0.0155
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0427     0.0155
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0689     0.0155
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0685     0.0155
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0682     0.0155
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0160
anterior_pituitary THYROTROPES                   1     0.0139     0.0156
anterior_pituitary GONADOTROPES                  1     0.0134     0.0154
anterior_pituitary SOMATOTROPES                  1     0.0143     0.0157
anterior_pituitary LACTOTROPES                   1     0.0133     0.0154
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0159
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0141     0.0157
lgn             RELAY_CELLS                  35     0.3413     0.0156
md              RELAY_CELLS                  50     0.4946     0.0156
mgb             RELAY_CELLS                  35     0.3381     0.0155
pulvinar        RELAY_CELLS                  50     0.4925     0.0156
trn             TRN_GABA                     50    19.1047     0.4290
vpl             RELAY_CELLS                  35     0.3376     0.0155
vpl             LOCAL_INTERNEURONS           35     0.4802     0.0155
vpm             RELAY_CELLS                  35     0.3391     0.0156
--------------------------------------------------------------------------------------------------------------
last: POKE gpi += 0.2
> poke gpi 0.2
>>> CMD | t=1.240s | step=124 | poke gpi 0.2

--------------------------------------------------------------------------------------------------------------
t=1.30s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.7792     0.6661
gpi             GPi_OUTPUT                   25    22.8691     0.8430
snc             DOPAMINERGIC_NEURONS         20     0.1987     0.0156
stn             EXCITATORY_NEURONS           25     0.2418     0.0156
striatum        D1_MSN                       50     0.4972     0.0156
striatum        D2_MSN                       50     0.6903     0.0156
striatum        INTERNEURONS                 50     0.6869     0.0155
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0157
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0140     0.0156
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0998     0.0156
raphe           SEROTONERGIC_NEURONS         10     0.1003     0.0157
vta             DOPAMINERGIC_NEURONS         20     0.1988     0.0156
vta             GABA_INTERNEURONS            20     0.2740     0.0155
cerebellar_cortex GRANULE_CELLS               300     2.9781     0.0156
cerebellar_cortex PURKINJE_CELLS              300     4.1424     0.0156
cerebellar_cortex INTERNEURONS                300     4.1472     0.0156
deep_nuclei     OUTPUT_NEURONS               50     0.4952     0.0156
a1              L4_EXCITATORY               200     1.9847     0.0156
a1              L2_3_PYRAMIDAL              200     2.7608     0.0156
a1              L6_PYRAMIDAL                200     2.7577     0.0155
a1              INTERNEURONS                200     2.7673     0.0156
insula          L2_3_PYRAMIDAL              200     1.9829     0.0156
insula          L5_PYRAMIDAL                200     2.7563     0.0155
insula          INTERNEURONS                200     2.7620     0.0156
m1              L2_3_PYRAMIDAL              200     1.9830     0.0156
m1              L5_PYRAMIDAL                200     2.7593     0.0156
m1              INTERNEURONS                200     2.7647     0.0156
s1              L4_EXCITATORY               200     1.9861     0.0156
s1              L2_3_PYRAMIDAL              200     2.7589     0.0156
s1              L5_PYRAMIDAL                200     2.7615     0.0156
s1              L6_PYRAMIDAL                200     2.7591     0.0156
s1              INTERNEURONS                200     2.7610     0.0156
v1              L4_EXCITATORY               200     1.9835     0.0156
v1              L2_3_PYRAMIDAL              200     2.7635     0.0156
v1              L5_PYRAMIDAL                200     2.7533     0.0155
v1              L6_PYRAMIDAL                200     2.7581     0.0156
v1              INTERNEURONS                200     2.7590     0.0156
ca1             PYRAMIDAL_CELLS             100     0.9931     0.0156
ca1             INTERNEURONS                100     1.3793     0.0156
ca3             PYRAMIDAL_CELLS             150     1.4910     0.0156
ca3             INTERNEURONS                150     2.0746     0.0156
dentate_gyrus   GRANULE_CELLS               150     1.4896     0.0156
dentate_gyrus   INTERNEURONS                150     2.0712     0.0156
subiculum       PYRAMIDAL_CELLS             100     0.9946     0.0156
association_cortex L2_3_PYRAMIDAL              200     1.9843     0.0156
association_cortex L5_PYRAMIDAL_A              200     2.7597     0.0156
association_cortex L5_PYRAMIDAL_B              200     2.7548     0.0155
association_cortex INTERNEURONS                200     2.7598     0.0156
Intralaminar    RELAY_NEURONS                50     0.6891     0.0155
pfc             L2_3_PYRAMIDAL              200     1.9841     0.0156
pfc             L5_POLICY_A                 200     2.7549     0.0155
pfc             L5_POLICY_B                 200     2.7590     0.0156
pfc             L5_PYRAMIDAL_B              200     2.7530     0.0155
pfc             L6_PYRAMIDAL                200     2.7599     0.0156
pfc             INTERNEURONS                200     2.7594     0.0156
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0429     0.0156
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0695     0.0156
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0689     0.0155
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0687     0.0155
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0161
anterior_pituitary THYROTROPES                   1     0.0139     0.0156
anterior_pituitary GONADOTROPES                  1     0.0135     0.0154
anterior_pituitary SOMATOTROPES                  1     0.0145     0.0158
anterior_pituitary LACTOTROPES                   1     0.0133     0.0154
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0159
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0141     0.0157
lgn             RELAY_CELLS                  35     0.3435     0.0156
md              RELAY_CELLS                  50     0.4980     0.0156
mgb             RELAY_CELLS                  35     0.3406     0.0156
pulvinar        RELAY_CELLS                  50     0.4955     0.0156
trn             TRN_GABA                     50    19.1863     0.4310
vpl             RELAY_CELLS                  35     0.3393     0.0156
vpl             LOCAL_INTERNEURONS           35     0.4838     0.0156
vpm             RELAY_CELLS                  35     0.3407     0.0156
--------------------------------------------------------------------------------------------------------------
last: POKE gpi += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=1.40s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.8567     0.6699
gpi             GPi_OUTPUT                   25    22.9931     0.8479
snc             DOPAMINERGIC_NEURONS         20     0.2000     0.0156
stn             EXCITATORY_NEURONS           25     0.2434     0.0156
striatum        D1_MSN                       50     0.5003     0.0157
striatum        D2_MSN                       50     0.6951     0.0156
striatum        INTERNEURONS                 50     0.6926     0.0156
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0158
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0141     0.0157
locus_coeruleus NORADRENERGIC_NEURONS        10     0.1004     0.0157
raphe           SEROTONERGIC_NEURONS         10     0.1009     0.0157
vta             DOPAMINERGIC_NEURONS         20     0.1996     0.0157
vta             GABA_INTERNEURONS            20     0.2759     0.0156
cerebellar_cortex GRANULE_CELLS               300     2.9967     0.0156
cerebellar_cortex PURKINJE_CELLS              300     4.1715     0.0156
cerebellar_cortex INTERNEURONS                300     4.1780     0.0156
deep_nuclei     OUTPUT_NEURONS               50     0.4981     0.0156
a1              L4_EXCITATORY               200     1.9958     0.0156
a1              L2_3_PYRAMIDAL              200     2.7819     0.0156
a1              L6_PYRAMIDAL                200     2.7766     0.0156
a1              INTERNEURONS                200     2.7876     0.0156
insula          L2_3_PYRAMIDAL              200     1.9966     0.0156
insula          L5_PYRAMIDAL                200     2.7740     0.0156
insula          INTERNEURONS                200     2.7807     0.0156
m1              L2_3_PYRAMIDAL              200     1.9959     0.0156
m1              L5_PYRAMIDAL                200     2.7792     0.0156
m1              INTERNEURONS                200     2.7825     0.0156
s1              L4_EXCITATORY               200     1.9962     0.0156
s1              L2_3_PYRAMIDAL              200     2.7787     0.0156
s1              L5_PYRAMIDAL                200     2.7805     0.0156
s1              L6_PYRAMIDAL                200     2.7794     0.0156
s1              INTERNEURONS                200     2.7814     0.0156
v1              L4_EXCITATORY               200     1.9964     0.0156
v1              L2_3_PYRAMIDAL              200     2.7827     0.0156
v1              L5_PYRAMIDAL                200     2.7731     0.0156
v1              L6_PYRAMIDAL                200     2.7776     0.0156
v1              INTERNEURONS                200     2.7802     0.0156
ca1             PYRAMIDAL_CELLS             100     0.9995     0.0156
ca1             INTERNEURONS                100     1.3895     0.0156
ca3             PYRAMIDAL_CELLS             150     1.4999     0.0156
ca3             INTERNEURONS                150     2.0878     0.0156
dentate_gyrus   GRANULE_CELLS               150     1.4989     0.0156
dentate_gyrus   INTERNEURONS                150     2.0841     0.0156
subiculum       PYRAMIDAL_CELLS             100     1.0015     0.0157
association_cortex L2_3_PYRAMIDAL              200     1.9974     0.0156
association_cortex L5_PYRAMIDAL_A              200     2.7794     0.0156
association_cortex L5_PYRAMIDAL_B              200     2.7736     0.0156
association_cortex INTERNEURONS                200     2.7787     0.0156
Intralaminar    RELAY_NEURONS                50     0.6943     0.0156
pfc             L2_3_PYRAMIDAL              200     1.9956     0.0156
pfc             L5_POLICY_A                 200     2.7748     0.0156
pfc             L5_POLICY_B                 200     2.7769     0.0156
pfc             L5_PYRAMIDAL_B              200     2.7721     0.0156
pfc             L6_PYRAMIDAL                200     2.7796     0.0156
pfc             INTERNEURONS                200     2.7795     0.0156
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0431     0.0156
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0699     0.0156
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0695     0.0156
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0692     0.0156
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0161
anterior_pituitary THYROTROPES                   1     0.0141     0.0157
anterior_pituitary GONADOTROPES                  1     0.0136     0.0155
anterior_pituitary SOMATOTROPES                  1     0.0147     0.0159
anterior_pituitary LACTOTROPES                   1     0.0133     0.0154
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0159
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0142     0.0157
lgn             RELAY_CELLS                  35     0.3453     0.0157
md              RELAY_CELLS                  50     0.5003     0.0156
mgb             RELAY_CELLS                  35     0.3432     0.0156
pulvinar        RELAY_CELLS                  50     0.4987     0.0157
trn             TRN_GABA                     50    19.2641     0.4328
